Row ID,Order ID,Order Date,Ship Date,Shipping Period,Date Valididty,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Price Per Unit,Profit Per Unit,Location,Product Category
1336,CA-2013-122133,05-17-2013,05-24-2013,7,Valid Date,Standard Class,JR-15670,Jim Radford,Consumer,United States,Middletown,Connecticut,6457,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",$552.56,4,0.00%,$0.00,0.00%,$138.14,$0.00,East Connecticut,Storage - (Office Supplies)
1360,US-2011-151925,09-26-2011,01-10-2011,-259,Invalid Date,Second Class,KT-16465,Kean Takahito,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$145.57,2,20.00%,$0.00,0.00%,$72.78,$0.00,West California,Chairs - (Furniture)
1534,CA-2013-139885,05-12-2013,09-12-2013,123,Valid Date,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,$212.88,6,0.00%,$0.00,0.00%,$35.48,$0.00,East New York,Storage - (Office Supplies)
1718,CA-2013-169943,5-20-2013,5-25-2013,5,Valid Date,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10011,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,$454.90,5,0.00%,$0.00,0.00%,$90.98,$0.00,East New York,Storage - (Office Supplies)
2157,CA-2011-124646,06-22-2011,06-24-2011,2,Valid Date,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$501.81,3,0.00%,$0.00,0.00%,$167.27,$0.00,Central Minnesota,Storage - (Office Supplies)
2277,CA-2011-104283,06-27-2011,01-07-2011,-171,Invalid Date,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",$306.20,5,0.00%,$0.00,0.00%,$61.24,$0.00,South Mississippi,Storage - (Office Supplies)
2348,CA-2013-159373,03-14-2013,03-19-2013,5,Valid Date,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,$557.59,5,30.00%,$0.00,0.00%,$111.52,$0.00,Central Texas,Tables - (Furniture)
2482,CA-2014-147956,12-25-2014,1-1-2015,7,Valid Date,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,"$1,003.62",6,0.00%,$0.00,0.00%,$167.27,$0.00,West Washington,Storage - (Office Supplies)
2580,US-2011-155502,1-27-2011,1-2-2011,-25,Invalid Date,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",$489.92,8,0.00%,$0.00,0.00%,$61.24,$0.00,South Virginia,Storage - (Office Supplies)
2583,US-2011-155502,01-27-2011,01-02-2011,-25,Invalid Date,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,$155.35,13,0.00%,$0.00,0.00%,$11.95,$0.00,South Virginia,Phones - (Technology)
2608,CA-2011-127446,11-25-2011,11-30-2011,5,Valid Date,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,$24.67,3,20.00%,$0.00,0.00%,$8.22,$0.00,Central Texas,Accessories - (Technology)
2786,CA-2012-149972,09-21-2012,09-23-2012,2,Valid Date,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,$601.54,4,20.00%,$0.00,0.00%,$150.38,$0.00,West California,Chairs - (Furniture)
3027,CA-2014-169054,04-23-2014,04-27-2014,4,Valid Date,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$254.35,3,20.00%,$0.00,0.00%,$84.78,$0.00,East Pennsylvania,Furnishings - (Furniture)
3173,US-2013-133879,03-22-2013,03-29-2013,7,Valid Date,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",$528.43,5,30.00%,$0.00,0.00%,$105.69,$0.00,Central Illinois,Chairs - (Furniture)
3731,CA-2012-109575,09-18-2012,09-23-2012,5,Valid Date,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Clinton,Maryland,20735,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,$636.86,7,0.00%,$0.00,0.00%,$90.98,$0.00,East Maryland,Storage - (Office Supplies)
3818,CA-2012-102582,9-15-2012,9-19-2012,4,Valid Date,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Mobile,Alabama,36608,South,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,$59.97,3,0.00%,$0.00,0.00%,$19.99,$0.00,South Alabama,Phones - (Technology)
3848,CA-2014-129000,11-26-2014,11-28-2014,2,Valid Date,Second Class,SZ-20035,Sam Zeldin,Home Office,United States,Canton,Michigan,48187,Central,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,$501.81,3,0.00%,$0.00,0.00%,$167.27,$0.00,Central Michigan,Storage - (Office Supplies)
3855,US-2014-131849,7-6-2014,11-06-2014,123,Valid Date,Standard Class,GH-14410,Gary Hansen,Home Office,United States,San Francisco,California,94122,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,$26.40,5,0.00%,$0.00,0.00%,$5.28,$0.00,West California,Storage - (Office Supplies)
4023,CA-2011-154963,06-22-2011,06-27-2011,5,Valid Date,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$853.93,5,30.00%,$0.00,0.00%,$170.79,$0.00,East Pennsylvania,Chairs - (Furniture)
4076,CA-2014-108112,11-16-2014,11-21-2014,5,Valid Date,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Miramar,Florida,33023,South,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$339.14,4,20.00%,$0.00,0.00%,$84.78,$0.00,South Florida,Furnishings - (Furniture)
4781,CA-2011-159310,07-11-2011,12-11-2011,153,Valid Date,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",$683.14,4,30.00%,$0.00,0.00%,$170.79,$0.00,Central Texas,Chairs - (Furniture)
5117,CA-2014-154137,12-11-2014,11-18-2014,-23,Invalid Date,Standard Class,MT-17815,Meg Tillman,Consumer,United States,New York City,New York,10009,East,OFF-ST-10003324,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,$35.48,1,0.00%,$0.00,0.00%,$35.48,$0.00,East New York,Storage - (Office Supplies)
5284,CA-2011-133424,03-30-2011,04-04-2011,5,Valid Date,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,$15.84,3,0.00%,$0.00,0.00%,$5.28,$0.00,West Washington,Storage - (Office Supplies)
5651,CA-2014-142342,7-18-2014,07-20-2014,2,Valid Date,Second Class,AJ-10795,Anthony Johnson,Corporate,United States,Apple Valley,California,92307,West,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers,$10.56,2,0.00%,$0.00,0.00%,$5.28,$0.00,West California,Storage - (Office Supplies)
5792,CA-2014-140186,09-30-2014,03-10-2014,-204,Invalid Date,First Class,PG-18820,Patrick Gardner,Consumer,United States,Bakersfield,California,93309,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$72.78,1,20.00%,$0.00,0.00%,$72.78,$0.00,West California,Chairs - (Furniture)
5834,CA-2013-142895,07-22-2013,07-27-2013,5,Valid Date,Standard Class,BP-11290,Beth Paige,Consumer,United States,Concord,North Carolina,28027,South,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$363.92,5,20.00%,$0.00,0.00%,$72.78,$0.00,South North Carolina,Chairs - (Furniture)
6114,CA-2013-124590,11-13-2013,11-17-2013,4,Valid Date,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","$1,537.07",9,30.00%,$0.00,0.00%,$170.79,$0.00,East Ohio,Chairs - (Furniture)
6482,CA-2014-140872,04-06-2014,11-06-2014,214,Valid Date,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,$241.57,2,20.00%,$0.00,0.00%,$120.78,$0.00,South Florida,Bookcases - (Furniture)
6516,US-2014-116652,9-16-2014,9-20-2014,4,Valid Date,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",$218.35,3,20.00%,$0.00,0.00%,$72.78,$0.00,West California,Chairs - (Furniture)
6605,CA-2013-148852,5-27-2013,01-06-2013,-141,Invalid Date,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Santa Ana,California,92704,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",$5.94,3,0.00%,$0.00,0.00%,$1.98,$0.00,West California,Fasteners - (Office Supplies)
6759,CA-2014-124205,9-16-2014,9-20-2014,4,Valid Date,Standard Class,TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",$81.96,2,0.00%,$0.00,0.00%,$40.98,$0.00,East New Jersey,Storage - (Office Supplies)
6761,CA-2014-100636,06-27-2014,01-07-2014,-171,Invalid Date,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,$272.94,3,0.00%,$0.00,0.00%,$90.98,$0.00,East New York,Storage - (Office Supplies)
7358,CA-2013-114748,10-10-2013,10-15-2013,5,Valid Date,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$169.57,2,20.00%,$0.00,0.00%,$84.78,$0.00,West Arizona,Furnishings - (Furniture)
7543,US-2014-112347,3-12-2014,7-12-2014,122,Valid Date,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$508.70,6,20.00%,$0.00,0.00%,$84.78,$0.00,West Colorado,Furnishings - (Furniture)
7562,CA-2013-105746,12-31-2013,2-1-2014,32,Valid Date,First Class,BD-11605,Brian Dahlen,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",$170.79,1,30.00%,$0.00,0.00%,$170.79,$0.00,East Pennsylvania,Chairs - (Furniture)
7563,US-2013-104815,04-09-2013,08-09-2013,122,Valid Date,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,Chicago,Illinois,60610,Central,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",$198.74,4,30.00%,$0.00,0.00%,$49.69,$0.00,Central Illinois,Bookcases - (Furniture)
7675,CA-2012-130974,11-27-2012,11-29-2012,2,Valid Date,Second Class,MA-17560,Matt Abelman,Home Office,United States,Everett,Massachusetts,2149,East,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,$446.07,4,30.00%,$0.00,0.00%,$111.52,$0.00,East Massachusetts,Tables - (Furniture)
7863,CA-2012-142993,12-10-2012,10-17-2012,-54,Invalid Date,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",$81.96,2,0.00%,$0.00,0.00%,$40.98,$0.00,West Washington,Storage - (Office Supplies)
7902,CA-2014-128363,08-14-2014,08-19-2014,5,Valid Date,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,$31.98,1,20.00%,$0.00,0.00%,$31.98,$0.00,South Tennessee,Furnishings - (Furniture)
7949,CA-2011-131009,01-03-2011,05-03-2011,120,Valid Date,Standard Class,SC-20380,Shahid Collister,Consumer,United States,El Paso,Texas,79907,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,$362.25,6,30.00%,$0.00,0.00%,$60.38,$0.00,Central Texas,Chairs - (Furniture)
7975,US-2012-126753,08-16-2012,8-20-2012,4,Valid Date,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",$254.35,3,20.00%,$0.00,0.00%,$84.78,$0.00,East Pennsylvania,Furnishings - (Furniture)
8121,CA-2013-116722,12-11-2013,11-17-2013,-24,Invalid Date,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,$451.15,3,20.00%,$0.00,0.00%,$150.38,$0.00,West California,Chairs - (Furniture)
8237,CA-2014-102204,02-05-2014,07-05-2014,150,Valid Date,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,32216,South,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"$2,803.92",5,20.00%,$0.00,0.00%,$560.78,$0.00,South Florida,Chairs - (Furniture)
8383,CA-2013-163048,08-02-2013,02-15-2013,-168,Invalid Date,Standard Class,MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,77036,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,$241.50,4,30.00%,$0.00,0.00%,$60.38,$0.00,Central Texas,Chairs - (Furniture)
8543,CA-2012-157287,12-22-2012,12-23-2012,1,Valid Date,First Class,HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,$422.63,7,30.00%,$0.00,0.00%,$60.38,$0.00,East Pennsylvania,Chairs - (Furniture)
8706,US-2011-132745,1-10-2011,5-10-2011,120,Valid Date,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Reno,Nevada,89502,West,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,$4.71,1,0.00%,$0.00,0.00%,$4.71,$0.00,West Nevada,Fasteners - (Office Supplies)
8777,CA-2013-102813,3-7-2013,4-7-2013,31,Valid Date,First Class,EA-14035,Erin Ashbrook,Corporate,United States,Huntsville,Texas,77340,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",$528.43,5,30.00%,$0.00,0.00%,$105.69,$0.00,Central Texas,Chairs - (Furniture)
8888,CA-2011-169642,7-27-2011,07-30-2011,3,Valid Date,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",$276.28,2,0.00%,$0.00,0.00%,$138.14,$0.00,West California,Storage - (Office Supplies)
9075,CA-2011-136336,04-21-2011,04-26-2011,5,Valid Date,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Henderson,Kentucky,42420,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",$828.84,6,0.00%,$0.00,0.00%,$138.14,$0.00,South Kentucky,Storage - (Office Supplies)
9361,CA-2013-168046,01-25-2013,01-28-2013,3,Valid Date,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10024,East,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",$428.68,7,0.00%,$0.00,0.00%,$61.24,$0.00,East New York,Storage - (Office Supplies)
9413,CA-2012-164777,01-27-2012,01-29-2012,2,Valid Date,First Class,SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"$2,803.92",5,20.00%,$0.00,0.00%,$560.78,$0.00,West California,Chairs - (Furniture)
9642,CA-2011-104563,07-03-2011,12-03-2011,153,Valid Date,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",$204.90,5,0.00%,$0.00,0.00%,$40.98,$0.00,West Washington,Storage - (Office Supplies)
9887,CA-2011-146997,1-24-2011,1-28-2011,4,Valid Date,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",$5.94,3,0.00%,$0.00,0.00%,$1.98,$0.00,Central Indiana,Fasteners - (Office Supplies)
9899,CA-2013-112830,07-06-2013,11-06-2013,123,Valid Date,Standard Class,LP-17095,Liz Preis,Consumer,United States,Fairfield,Ohio,45014,East,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",$82.64,2,20.00%,$0.00,0.00%,$41.32,$0.00,East Ohio,Furnishings - (Furniture)
9978,US-2013-103674,07-12-2013,11-12-2013,123,Valid Date,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Los Angeles,California,90032,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",$13.86,7,0.00%,$0.00,0.00%,$1.98,$0.00,West California,Fasteners - (Office Supplies)
