Row ID,Order ID,Order Date,Ship Date,Shipping Period,Date Valididty,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Price Per Unit,Profit Per Unit,Location,Product Category
8562,CA-2013-132829,12-24-2013,12-27-2013,3,Valid Date,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",$2.33,2,60.00%,-$0.76,-32.50%,$1.16,-$0.38,Central Texas,Furnishings - (Furniture)
433,US-2013-123750,04-16-2013,04-22-2013,6,Valid Date,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$4.77,2,20.00%,-$0.77,-16.25%,$2.38,-$0.39,South North Carolina,Storage - (Office Supplies)
8238,CA-2014-103065,10-21-2014,10-21-2014,0,Valid Date,Same Day,PT-19090,Pete Takahito,Consumer,United States,Jacksonville,Florida,32216,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,$4.77,2,20.00%,-$0.77,-16.25%,$2.38,-$0.39,South Florida,Storage - (Office Supplies)
977,US-2014-100209,10-07-2014,07-16-2014,-83,Invalid Date,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$1.08,2,70.00%,-$0.79,-73.33%,$0.54,-$0.40,West Oregon,Binders - (Office Supplies)
4934,CA-2012-106978,09-28-2012,04-10-2012,-171,Invalid Date,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,$1.08,2,70.00%,-$0.79,-73.33%,$0.54,-$0.40,West Colorado,Binders - (Office Supplies)
920,CA-2013-165218,06-03-2013,12-03-2013,183,Valid Date,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,$12.99,1,20.00%,-$0.81,-6.25%,$12.99,-$0.81,Central Texas,Storage - (Office Supplies)
7268,CA-2014-122987,08-17-2014,08-17-2014,0,Valid Date,Same Day,SJ-20215,Sarah Jordon,Consumer,United States,Columbia,Tennessee,38401,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$67.14,4,20.00%,-$0.84,-1.25%,$16.78,-$0.21,South Tennessee,Storage - (Office Supplies)
2606,CA-2011-112718,12-16-2011,12-21-2011,5,Valid Date,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,$1.17,1,70.00%,-$0.86,-73.33%,$1.17,-$0.86,South Florida,Binders - (Office Supplies)
4740,CA-2012-105725,02-18-2012,02-24-2012,6,Valid Date,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$35.54,1,20.00%,-$0.89,-2.50%,$35.54,-$0.89,West California,Tables - (Furniture)
1710,CA-2014-123491,10-31-2014,06-11-2014,-142,Invalid Date,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$71.99,1,20.00%,-$0.90,-1.25%,$71.99,-$0.90,West California,Chairs - (Furniture)
2844,CA-2014-112865,05-19-2014,05-23-2014,4,Valid Date,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,$36.05,3,20.00%,-$0.90,-2.50%,$12.02,-$0.30,East Pennsylvania,Accessories - (Technology)
6598,CA-2011-169257,06-06-2011,12-06-2011,183,Valid Date,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,$1.37,1,70.00%,-$0.91,-66.67%,$1.37,-$0.91,South Florida,Binders - (Office Supplies)
9293,CA-2014-124114,03-03-2014,03-03-2014,0,Valid Date,Same Day,RS-19765,Roland Schwarz,Corporate,United States,Waco,Texas,76706,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,$0.56,1,80.00%,-$0.95,-170.00%,$0.56,-$0.95,Central Texas,Binders - (Office Supplies)
7433,CA-2011-161249,09-08-2011,08-13-2011,-26,Invalid Date,Standard Class,RD-19720,Roger Demir,Consumer,United States,Phoenix,Arizona,85023,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",$4.46,3,20.00%,-$0.95,-21.25%,$1.49,-$0.32,West Arizona,Fasteners - (Office Supplies)
1686,CA-2014-149489,04-25-2014,04-28-2014,3,Valid Date,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,$1.19,2,70.00%,-$0.99,-83.33%,$0.59,-$0.50,East Pennsylvania,Binders - (Office Supplies)
6090,US-2014-162068,12-29-2014,01-01-2015,3,Valid Date,Second Class,PC-18745,Pamela Coakley,Corporate,United States,Loveland,Colorado,80538,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,$1.19,2,70.00%,-$0.99,-83.33%,$0.59,-$0.50,West Colorado,Binders - (Office Supplies)
8184,CA-2014-155642,05-19-2014,05-23-2014,4,Valid Date,Standard Class,BM-11575,Brendan Murry,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,$1.89,1,60.00%,-$0.99,-52.50%,$1.89,-$0.99,Central Illinois,Furnishings - (Furniture)
24,US-2014-156909,07-17-2014,07-19-2014,2,Valid Date,Second Class,SF-20065,Sandra Flanagan,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",$71.37,2,30.00%,-$1.02,-1.43%,$35.69,-$0.51,East Pennsylvania,Chairs - (Furniture)
7185,CA-2014-133102,08-18-2014,08-25-2014,7,Valid Date,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,$5.55,2,20.00%,-$1.04,-18.75%,$2.78,-$0.52,Central Texas,Supplies - (Office Supplies)
8291,CA-2011-156244,12-08-2011,08-16-2011,-114,Invalid Date,Standard Class,DH-13675,Duane Huffman,Home Office,United States,Miami,Florida,33180,South,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,$5.55,2,20.00%,-$1.04,-18.75%,$2.78,-$0.52,South Florida,Supplies - (Office Supplies)
9384,CA-2011-154158,12-23-2011,12-27-2011,4,Valid Date,Second Class,CC-12670,Craig Carreira,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$83.92,5,20.00%,-$1.05,-1.25%,$16.78,-$0.21,South Florida,Storage - (Office Supplies)
386,US-2012-168935,11-27-2012,02-12-2012,-289,Invalid Date,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,$83.98,3,20.00%,-$1.05,-1.25%,$27.99,-$0.35,South Florida,Accessories - (Technology)
5304,US-2011-139500,11-16-2011,11-20-2011,4,Valid Date,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,$37.30,2,30.00%,-$1.07,-2.86%,$18.65,-$0.53,Central Illinois,Chairs - (Furniture)
4102,US-2014-102288,06-20-2014,06-24-2014,4,Valid Date,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,$0.44,1,80.00%,-$1.11,-250.00%,$0.44,-$1.11,Central Texas,Appliances - (Office Supplies)
8197,CA-2014-102736,06-09-2014,10-09-2014,122,Valid Date,Standard Class,LP-17095,Liz Preis,Consumer,United States,Knoxville,Tennessee,37918,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,$89.57,4,20.00%,-$1.12,-1.25%,$22.39,-$0.28,South Tennessee,Accessories - (Technology)
8973,US-2011-149034,11-19-2011,11-21-2011,2,Valid Date,First Class,RD-19900,Ruben Dartt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,$47.50,1,20.00%,-$1.19,-2.50%,$47.50,-$1.19,East Pennsylvania,Accessories - (Technology)
3902,CA-2012-151043,11-14-2012,11-20-2012,6,Valid Date,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,$47.98,2,20.00%,-$1.20,-2.50%,$23.99,-$0.60,East Pennsylvania,Accessories - (Technology)
7524,CA-2013-162383,06-09-2013,12-09-2013,183,Valid Date,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Lancaster,Ohio,43130,East,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",$85.25,2,30.00%,-$1.22,-1.43%,$42.62,-$0.61,East Ohio,Chairs - (Furniture)
8114,CA-2013-130393,02-12-2013,04-12-2013,59,Valid Date,Second Class,JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",$85.25,2,30.00%,-$1.22,-1.43%,$42.62,-$0.61,Central Texas,Chairs - (Furniture)
6376,CA-2011-107811,04-29-2011,03-05-2011,-55,Invalid Date,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,$99.92,5,20.00%,-$1.25,-1.25%,$19.98,-$0.25,South Tennessee,Storage - (Office Supplies)
1939,CA-2013-112109,09-07-2013,07-13-2013,-56,Invalid Date,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,80020,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$33.49,7,20.00%,-$1.26,-3.75%,$4.78,-$0.18,West Colorado,Storage - (Office Supplies)
5855,CA-2012-112214,05-08-2012,11-08-2012,184,Valid Date,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$33.49,7,20.00%,-$1.26,-3.75%,$4.78,-$0.18,Central Texas,Storage - (Office Supplies)
4565,CA-2011-101175,09-12-2011,12-14-2011,93,Valid Date,Standard Class,DM-12955,Dario Medina,Corporate,United States,Mesa,Arizona,85204,West,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,$100.70,6,20.00%,-$1.26,-1.25%,$16.78,-$0.21,West Arizona,Storage - (Office Supplies)
5088,CA-2012-109001,05-03-2012,09-03-2012,123,Valid Date,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,$10.31,1,20.00%,-$1.29,-12.50%,$10.31,-$1.29,East Pennsylvania,Accessories - (Technology)
2071,CA-2013-146521,07-22-2013,07-24-2013,2,Valid Date,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,$1.94,1,70.00%,-$1.29,-66.67%,$1.94,-$1.29,East Pennsylvania,Binders - (Office Supplies)
5480,CA-2011-101770,03-31-2011,04-04-2011,4,Valid Date,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,$1.87,1,70.00%,-$1.31,-70.00%,$1.87,-$1.31,South Florida,Binders - (Office Supplies)
7312,CA-2012-162761,09-10-2012,10-13-2012,33,Valid Date,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,$1.87,2,70.00%,-$1.31,-70.00%,$0.94,-$0.66,South Florida,Binders - (Office Supplies)
2728,CA-2014-119193,12-23-2014,12-25-2014,2,Valid Date,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,$1.64,1,70.00%,-$1.31,-80.00%,$1.64,-$1.31,East Ohio,Binders - (Office Supplies)
3334,CA-2014-122595,12-15-2014,12-21-2014,6,Valid Date,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",$2.03,1,60.00%,-$1.32,-65.00%,$2.03,-$1.32,Central Illinois,Furnishings - (Furniture)
6074,CA-2012-120901,12-31-2012,04-01-2013,91,Valid Date,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Austin,Texas,78745,Central,OFF-SU-10001225,Office Supplies,Supplies,Staples,$5.89,2,20.00%,-$1.32,-22.50%,$2.94,-$0.66,Central Texas,Supplies - (Office Supplies)
8659,CA-2013-168361,06-22-2013,06-26-2013,4,Valid Date,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,$0.84,1,80.00%,-$1.34,-160.00%,$0.84,-$1.34,Central Illinois,Binders - (Office Supplies)
6418,CA-2013-111976,09-03-2013,03-13-2013,-174,Invalid Date,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10004968,Office Supplies,Fasteners,Rubber Band Ball,$5.98,2,20.00%,-$1.35,-22.50%,$2.99,-$0.67,East Pennsylvania,Fasteners - (Office Supplies)
1451,US-2012-160150,07-19-2012,07-20-2012,1,Valid Date,First Class,TS-21085,Thais Sissman,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,$2.03,1,70.00%,-$1.35,-66.67%,$2.03,-$1.35,West Arizona,Binders - (Office Supplies)
7718,CA-2012-149636,06-01-2012,12-01-2012,183,Valid Date,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,$1.94,2,70.00%,-$1.36,-70.00%,$0.97,-$0.68,West Colorado,Binders - (Office Supplies)
2748,US-2012-165449,11-22-2012,11-26-2012,4,Valid Date,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,$27.17,4,20.00%,-$1.36,-5.00%,$6.79,-$0.34,Central Texas,Accessories - (Technology)
8433,US-2011-127635,09-14-2011,09-18-2011,4,Valid Date,Second Class,SC-20260,Scott Cohen,Corporate,United States,Corpus Christi,Texas,78415,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,$6.05,4,20.00%,-$1.36,-22.50%,$1.51,-$0.34,Central Texas,Fasteners - (Office Supplies)
1770,CA-2014-146024,03-03-2014,09-03-2014,184,Valid Date,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Dallas,Texas,75081,Central,OFF-SU-10001935,Office Supplies,Supplies,Staples,$6.98,4,20.00%,-$1.40,-20.00%,$1.74,-$0.35,Central Texas,Supplies - (Office Supplies)
8716,CA-2014-121678,11-17-2014,11-21-2014,4,Valid Date,Second Class,BM-11650,Brian Moss,Corporate,United States,Elyria,Ohio,44035,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,$1.82,1,70.00%,-$1.40,-76.67%,$1.82,-$1.40,East Ohio,Binders - (Office Supplies)
8625,CA-2012-136147,11-13-2012,11-18-2012,5,Valid Date,Standard Class,FM-14380,Fred McMath,Consumer,United States,Miami,Florida,33178,South,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,$111.96,5,20.00%,-$1.40,-1.25%,$22.39,-$0.28,South Florida,Accessories - (Technology)
2107,US-2011-152723,09-26-2011,09-26-2011,0,Valid Date,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,75150,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$0.88,1,80.00%,-$1.40,-160.00%,$0.88,-$1.40,Central Texas,Binders - (Office Supplies)
6822,CA-2014-163860,12-29-2014,02-01-2015,34,Valid Date,Standard Class,LO-17170,Lori Olson,Corporate,United States,Peoria,Illinois,61604,Central,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,$2.96,2,60.00%,-$1.41,-47.50%,$1.48,-$0.70,Central Illinois,Furnishings - (Furniture)
3766,CA-2013-163153,03-22-2013,03-26-2013,4,Valid Date,Standard Class,DM-12955,Dario Medina,Corporate,United States,Houston,Texas,77036,Central,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,$99.37,2,30.00%,-$1.42,-1.43%,$49.69,-$0.71,Central Texas,Tables - (Furniture)
3304,US-2011-159926,11-18-2011,11-22-2011,4,Valid Date,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,$1.94,3,70.00%,-$1.43,-73.33%,$0.65,-$0.48,East Pennsylvania,Binders - (Office Supplies)
4121,CA-2014-117394,05-09-2014,11-09-2014,184,Valid Date,Standard Class,MM-17920,Michael Moore,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,$19.04,4,20.00%,-$1.43,-7.50%,$4.76,-$0.36,East Pennsylvania,Accessories - (Technology)
4982,US-2013-131114,10-12-2013,12-14-2013,63,Valid Date,Second Class,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,$19.04,4,20.00%,-$1.43,-7.50%,$4.76,-$0.36,Central Illinois,Accessories - (Technology)
1202,CA-2013-114727,07-19-2013,07-25-2013,6,Valid Date,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Denver,Colorado,80219,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,$1.87,3,70.00%,-$1.44,-76.67%,$0.62,-$0.48,West Colorado,Binders - (Office Supplies)
1359,CA-2014-160045,04-27-2014,04-28-2014,1,Valid Date,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",$1.99,1,60.00%,-$1.44,-72.50%,$1.99,-$1.44,Central Texas,Furnishings - (Furniture)
7628,US-2012-159499,11-21-2012,11-23-2012,2,Valid Date,Second Class,EM-14095,Eudokia Martin,Corporate,United States,Phoenix,Arizona,85023,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,$23.34,2,20.00%,-$1.46,-6.25%,$11.67,-$0.73,West Arizona,Accessories - (Technology)
4879,US-2013-131891,07-30-2013,01-08-2013,-203,Invalid Date,First Class,PW-19240,Pierre Wener,Consumer,United States,Pensacola,Florida,32503,South,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",$2.21,3,70.00%,-$1.48,-66.67%,$0.74,-$0.49,South Florida,Binders - (Office Supplies)
8034,CA-2012-119690,06-25-2012,06-28-2012,3,Valid Date,First Class,MV-17485,Mark Van Huff,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",$0.98,2,80.00%,-$1.48,-150.00%,$0.49,-$0.74,Central Texas,Binders - (Office Supplies)
