Row ID,Order ID,Order Date,Ship Date,Shipping Period,Date Valididty,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,Price Per Unit,Profit Per Unit,Location,Product Category
6902,US-2014-135013,07-25-2014,07-25-2014,0,Valid Date,Same Day,HR-14830,Harold Ryan,Corporate,United States,Huntington Beach,California,92646,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,"$2,399.96",5,20.00%,$839.99,35.00%,$479.99,$168.00,West California,Copiers - (Technology)
911,CA-2014-137596,03-09-2014,08-09-2014,153,Valid Date,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,"$1,928.78",7,0.00%,$829.38,43.00%,$275.54,$118.48,Central Michigan,Accessories - (Technology)
9949,CA-2014-121559,02-06-2014,04-06-2014,59,Valid Date,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,"$2,405.20",8,0.00%,$793.72,33.00%,$300.65,$99.21,Central Indiana,Appliances - (Office Supplies)
3071,CA-2011-119375,11-17-2011,11-22-2011,5,Valid Date,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"$2,934.33",7,0.00%,$792.27,27.00%,$419.19,$113.18,East Delaware,Storage - (Office Supplies)
6885,CA-2012-120677,05-31-2012,04-06-2012,-55,Invalid Date,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55407,Central,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,"$2,567.84",8,0.00%,$770.35,30.00%,$320.98,$96.29,Central Minnesota,Chairs - (Furniture)
3296,CA-2014-113418,02-10-2014,04-10-2014,59,Valid Date,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,"$1,704.89",11,0.00%,$767.20,45.00%,$154.99,$69.75,East New York,Machines - (Technology)
8313,US-2014-105935,01-27-2014,01-02-2014,-25,Invalid Date,Standard Class,BD-11500,Bradley Drucker,Consumer,United States,Columbus,Georgia,31907,South,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,"$2,939.93",7,0.00%,$764.38,26.00%,$419.99,$109.20,South Georgia,Phones - (Technology)
9616,CA-2011-128524,11-11-2011,11-13-2011,2,Valid Date,First Class,MZ-17515,Mary Zewe,Corporate,United States,Seattle,Washington,98115,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$2,033.58",2,20.00%,$762.59,37.50%,"$1,016.79",$381.30,West Washington,Binders - (Office Supplies)
1002,CA-2012-124891,7-31-2012,7-31-2012,0,Valid Date,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"$2,309.65",7,0.00%,$762.18,33.00%,$329.95,$108.88,East New York,Accessories - (Technology)
3567,CA-2014-103877,08-09-2014,09-15-2014,37,Valid Date,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Independence,Missouri,64055,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,"$1,577.94",3,0.00%,$757.41,48.00%,$525.98,$252.47,Central Missouri,Binders - (Office Supplies)
9274,CA-2014-146983,3-9-2014,7-9-2014,122,Valid Date,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Henderson,Kentucky,42420,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,"$1,577.94",3,0.00%,$757.41,48.00%,$525.98,$252.47,South Kentucky,Binders - (Office Supplies)
4640,CA-2013-102162,12-09-2013,09-17-2013,-83,Invalid Date,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Newport News,Virginia,23602,South,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,"$1,599.92",8,0.00%,$751.96,47.00%,$199.99,$94.00,South Virginia,Copiers - (Technology)
8891,CA-2013-147256,10-18-2013,10-22-2013,4,Valid Date,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,65203,Central,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,"$1,927.59",7,0.00%,$751.76,39.00%,$275.37,$107.39,Central Missouri,Appliances - (Office Supplies)
7475,CA-2011-167199,07-01-2011,11-01-2011,123,Valid Date,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"$2,573.82",9,0.00%,$746.41,29.00%,$285.98,$82.93,South Kentucky,Chairs - (Furniture)
5531,CA-2014-160885,03-12-2014,07-12-2014,122,Valid Date,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,"$2,479.96",4,0.00%,$743.99,30.00%,$619.99,$186.00,Central Nebraska,Phones - (Technology)
3571,CA-2014-168109,4-7-2014,4-7-2014,0,Valid Date,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,"$1,687.80",4,0.00%,$742.63,44.00%,$421.95,$185.66,West Washington,Accessories - (Technology)
7680,CA-2011-133592,12-31-2011,07-01-2012,183,Valid Date,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,"$1,687.80",4,0.00%,$742.63,44.00%,$421.95,$185.66,East Rhode Island,Accessories - (Technology)
7580,CA-2012-123113,11-23-2012,11-27-2012,4,Valid Date,Second Class,AT-10735,Annie Thurman,Consumer,United States,Morristown,New Jersey,7960,East,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","$2,625.12",8,0.00%,$735.03,28.00%,$328.14,$91.88,East New Jersey,Appliances - (Office Supplies)
6535,CA-2011-128209,11-17-2011,11-22-2011,5,Valid Date,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,"$2,152.78",3,20.00%,$726.56,33.75%,$717.59,$242.19,East New York,Binders - (Office Supplies)
393,US-2011-135972,09-21-2011,09-23-2011,2,Valid Date,Second Class,JG-15115,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,"$1,799.97",3,0.00%,$701.99,39.00%,$599.99,$234.00,West Washington,Copiers - (Technology)
5171,CA-2013-122903,05-28-2013,05-30-2013,2,Valid Date,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Detroit,Michigan,48205,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,"$3,504.90",5,0.00%,$700.98,20.00%,$700.98,$140.20,Central Michigan,Chairs - (Furniture)
8681,CA-2013-143805,02-12-2013,04-12-2013,59,Valid Date,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,23223,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,"$2,104.55",7,0.00%,$694.50,33.00%,$300.65,$99.21,South Virginia,Appliances - (Office Supplies)
9491,CA-2014-111738,04-01-2014,08-01-2014,122,Valid Date,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,"$2,022.27",8,20.00%,$682.52,33.75%,$252.78,$85.31,West California,Binders - (Office Supplies)
978,CA-2014-159366,8-1-2014,11-01-2014,92,Valid Date,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,"$3,059.98",2,10.00%,$680.00,22.22%,"$1,529.99",$340.00,Central Michigan,Machines - (Technology)
1792,CA-2011-120474,01-12-2011,03-12-2011,59,Valid Date,First Class,RP-19390,Resi Pölking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"$2,807.84",8,0.00%,$673.88,24.00%,$350.98,$84.24,Central Wisconsin,Chairs - (Furniture)
9399,CA-2011-125997,09-20-2011,09-23-2011,3,Valid Date,First Class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,"$1,349.91",9,0.00%,$661.46,49.00%,$149.99,$73.50,East New York,Phones - (Technology)
5426,CA-2013-153598,04-12-2013,07-12-2013,91,Valid Date,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,California,90045,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,"$1,649.95",5,0.00%,$659.98,40.00%,$329.99,$132.00,West California,Accessories - (Technology)
8302,US-2014-167318,07-27-2014,02-08-2014,-169,Invalid Date,Standard Class,GZ-14545,George Zrebassa,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,"$1,649.95",5,0.00%,$659.98,40.00%,$329.99,$132.00,West California,Accessories - (Technology)
7938,CA-2014-166093,8-18-2014,8-25-2014,7,Valid Date,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"$2,518.29",9,0.00%,$654.76,26.00%,$279.81,$72.75,West California,Appliances - (Office Supplies)
5302,CA-2013-113831,5-31-2013,04-06-2013,-55,Invalid Date,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Springfield,Virginia,22153,South,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"$1,979.70",6,0.00%,$653.30,33.00%,$329.95,$108.88,South Virginia,Accessories - (Technology)
1023,CA-2012-124450,4-27-2012,3-5-2012,-53,Invalid Date,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,"$1,379.92",8,0.00%,$648.56,47.00%,$172.49,$81.07,East District of Columbia,Machines - (Technology)
2625,CA-2014-127180,10-23-2014,10-25-2014,2,Valid Date,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,"$2,399.60",8,0.00%,$647.89,27.00%,$299.95,$80.99,East New York,Phones - (Technology)
3629,CA-2011-169726,09-08-2011,08-13-2011,-26,Invalid Date,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"$2,060.74",7,20.00%,$643.98,31.25%,$294.39,$92.00,West Washington,Binders - (Office Supplies)
252,CA-2013-145625,12-9-2013,9-18-2013,-82,Invalid Date,Standard Class,KC-16540,Kelly Collister,Consumer,United States,San Diego,California,92037,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,"$3,347.37",13,0.00%,$636.00,19.00%,$257.49,$48.92,West California,Accessories - (Technology)
8761,CA-2013-159891,1-31-2013,6-2-2013,122,Valid Date,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"$1,270.99",1,0.00%,$635.50,50.00%,"$1,270.99",$635.50,South Georgia,Binders - (Office Supplies)
7521,US-2014-167920,10-12-2014,12-13-2014,62,Valid Date,Second Class,JL-15835,John Lee,Consumer,United States,Richmond,Kentucky,40475,South,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,"$1,399.98",2,0.00%,$629.99,45.00%,$699.99,$315.00,South Kentucky,Copiers - (Technology)
6632,CA-2013-105081,12-26-2013,12-31-2013,5,Valid Date,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","$1,747.25",5,0.00%,$629.01,36.00%,$349.45,$125.80,West Washington,Tables - (Furniture)
3444,CA-2014-168858,11-20-2014,11-24-2014,4,Valid Date,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,"$2,504.74",7,0.00%,$626.19,25.00%,$357.82,$89.46,East New York,Appliances - (Office Supplies)
5757,CA-2011-163748,10-14-2011,10-18-2011,4,Valid Date,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Fort Worth,Texas,76106,Central,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,"$1,999.96",5,20.00%,$624.99,31.25%,$399.99,$125.00,Central Texas,Copiers - (Technology)
3987,CA-2014-112333,09-04-2014,04-15-2014,-142,Invalid Date,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"$2,591.56",4,0.00%,$621.97,24.00%,$647.89,$155.49,East New Jersey,Storage - (Office Supplies)
9858,CA-2012-164301,03-26-2012,3-30-2012,4,Valid Date,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98103,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,"$3,393.68",8,0.00%,$610.86,18.00%,$424.21,$76.36,West Washington,Tables - (Furniture)
6100,CA-2014-100111,09-21-2014,09-27-2014,6,Valid Date,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,East,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,"$2,888.13",11,10.00%,$609.72,21.11%,$262.56,$55.43,East New York,Chairs - (Furniture)
3151,CA-2012-147830,12-15-2012,12-18-2012,3,Valid Date,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,"$2,025.36",6,20.00%,$607.61,30.00%,$337.56,$101.27,East Ohio,Accessories - (Technology)
815,CA-2014-143686,05-15-2014,05-15-2014,0,Valid Date,Same Day,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"$1,399.93",7,0.00%,$601.97,43.00%,$199.99,$86.00,West California,Accessories - (Technology)
2299,CA-2012-113145,01-11-2012,5-11-2012,121,Valid Date,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,"$1,399.93",7,0.00%,$601.97,43.00%,$199.99,$86.00,East New York,Accessories - (Technology)
6117,US-2013-113677,11-14-2013,11-20-2013,6,Valid Date,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10011,East,TEC-PH-10002114,Technology,Phones,Xiaomi Mi3,"$2,279.96",4,0.00%,$592.79,26.00%,$569.99,$148.20,East New York,Phones - (Technology)
150,CA-2013-114489,6-12-2013,10-12-2013,122,Valid Date,Standard Class,JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","$1,951.84",8,0.00%,$585.55,30.00%,$243.98,$73.19,Central Wisconsin,Chairs - (Furniture)
6468,CA-2013-163804,3-12-2013,09-12-2013,184,Valid Date,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,Providence,Rhode Island,2908,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,"$2,079.40",5,0.00%,$582.23,28.00%,$415.88,$116.45,East Rhode Island,Storage - (Office Supplies)
245,CA-2011-131926,01-06-2011,06-06-2011,151,Valid Date,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,"$2,001.86",7,0.00%,$580.54,29.00%,$285.98,$82.93,Central Minnesota,Chairs - (Furniture)
7174,US-2014-141677,03-27-2014,03-31-2014,4,Valid Date,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,"$2,399.96",5,20.00%,$569.99,23.75%,$479.99,$114.00,Central Texas,Copiers - (Technology)
7847,CA-2012-125976,09-27-2012,02-10-2012,-230,Invalid Date,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,"$1,871.88",12,0.00%,$561.56,30.00%,$155.99,$46.80,South Virginia,Phones - (Technology)
1626,CA-2012-157084,12-19-2012,12-24-2012,5,Valid Date,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,"$1,265.85",3,0.00%,$556.97,44.00%,$421.95,$185.66,West California,Accessories - (Technology)
9057,CA-2012-160227,2-11-2012,4-11-2012,60,Valid Date,First Class,ED-13885,Emily Ducich,Home Office,United States,New York City,New York,10011,East,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,"$2,621.32",11,10.00%,$553.39,21.11%,$238.30,$50.31,East New York,Chairs - (Furniture)
7133,CA-2014-141439,11-27-2014,02-12-2014,-288,Invalid Date,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,"$1,879.96",4,0.00%,$545.19,29.00%,$469.99,$136.30,Central Indiana,Phones - (Technology)
9514,CA-2013-125220,10-15-2013,10-20-2013,5,Valid Date,Standard Class,BE-11410,Bobby Elias,Consumer,United States,Appleton,Wisconsin,54915,Central,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,"$1,649.75",5,0.00%,$544.42,33.00%,$329.95,$108.88,Central Wisconsin,Accessories - (Technology)
3385,CA-2012-130659,4-12-2012,9-12-2012,153,Valid Date,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,"$1,799.75",5,0.00%,$539.93,30.00%,$359.95,$107.99,East New York,Phones - (Technology)
9948,CA-2014-121559,2-6-2014,4-6-2014,59,Valid Date,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,46203,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,"$1,925.88",6,0.00%,$539.25,28.00%,$320.98,$89.87,Central Indiana,Chairs - (Furniture)
5517,US-2013-138408,11-19-2013,11-22-2013,3,Valid Date,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,Alabama,35810,South,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,"$1,319.96",4,0.00%,$527.98,40.00%,$329.99,$132.00,South Alabama,Accessories - (Technology)
4429,CA-2014-119452,3-22-2014,03-28-2014,6,Valid Date,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","$1,805.88",6,0.00%,$523.71,29.00%,$300.98,$87.28,Central Oklahoma,Chairs - (Furniture)
4882,CA-2014-143567,03-11-2014,06-11-2014,92,Valid Date,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,42420,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"$2,249.91",9,0.00%,$517.48,23.00%,$249.99,$57.50,South Kentucky,Accessories - (Technology)
7488,US-2012-134558,12-19-2012,12-24-2012,5,Valid Date,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,"$2,249.91",9,0.00%,$517.48,23.00%,$249.99,$57.50,East New Hampshire,Accessories - (Technology)
1251,CA-2014-115602,12-19-2014,12-25-2014,6,Valid Date,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10009,East,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,"$1,704.56",13,0.00%,$511.37,30.00%,$131.12,$39.34,East New York,Appliances - (Office Supplies)
1712,CA-2014-123491,10-31-2014,6-11-2014,-142,Invalid Date,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","$1,702.12",14,0.00%,$510.64,30.00%,$121.58,$36.47,West California,Appliances - (Office Supplies)
6296,CA-2011-141313,12-28-2011,01-01-2012,4,Valid Date,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Beverly,Massachusetts,1915,East,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,"$1,737.18",6,0.00%,$503.78,29.00%,$289.53,$83.96,East Massachusetts,Appliances - (Office Supplies)
9166,CA-2013-100300,06-25-2013,06-27-2013,2,Valid Date,Second Class,MJ-17740,Max Jones,Consumer,United States,San Diego,California,92037,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,"$4,476.80",4,20.00%,$503.64,11.25%,"$1,119.20",$125.91,West California,Machines - (Technology)
4284,CA-2011-103100,12-20-2011,12-23-2011,3,Valid Date,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"$1,103.97",3,0.00%,$496.79,45.00%,$367.99,$165.60,Central Indiana,Binders - (Office Supplies)
248,CA-2011-131926,01-06-2011,06-06-2011,151,Valid Date,Second Class,DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,"$1,503.25",5,0.00%,$496.07,33.00%,$300.65,$99.21,Central Minnesota,Appliances - (Office Supplies)
2661,CA-2014-123372,11-29-2014,03-12-2014,-262,Invalid Date,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,"$1,979.89",11,0.00%,$494.97,25.00%,$179.99,$45.00,East New York,Phones - (Technology)
